Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Daily Summary
11.13888889,0.93,13.3952,0,11.8979,1007.42,Overcast throughout the day.
11.13888889,0.93,10.1913,40,11.8979,1006.14,Overcast throughout the day.
10.16111111,0.93,10.4328,246,9.8371,1002.53,Overcast throughout the day.
10.55555556,0.96,6.2307,14,9.8049,1005.71,Overcast throughout the day.
10.57777778,0.96,6.0375,13,9.8049,1005.35,Overcast throughout the day.
10.58888889,0.94,6.6493,357,5.7316,1005.41,Overcast throughout the day.
11.06666667,0.93,9.0643,327,6.0214,1005.53,Overcast throughout the day.
11.13888889,1,4.991,307,7.9695,1005.03,Overcast throughout the day.
12.05555556,0.94,10.3201,339,10.5455,1005.17,Overcast throughout the day.
12.73333333,0.9,8.3881,327,11.27,1004.43,Overcast throughout the day.
12.73333333,0.9,7.9695,336,11.27,1004.07,Overcast throughout the day.
14.56111111,0.84,13.4113,328,11.0768,1004.4,Overcast throughout the day.
12.71111111,0.83,12.6546,309,11.27,1004.19,Overcast throughout the day.
12.17777778,0.86,12.9444,335,11.27,1003.57,Overcast throughout the day.
11.35,0.87,19.481,320,11.0768,1003.4,Overcast throughout the day.
11.16111111,0.93,12.719,347,11.27,1002.33,Overcast throughout the day.
11.13888889,0.93,14.1358,319,6.3434,1002.12,Overcast throughout the day.
11.21666667,0.93,13.7172,321,10.948,1001.95,Overcast throughout the day.
11.13888889,0.93,14.2163,318,11.1251,1001.84,Overcast throughout the day.
11.08888889,0.93,14.007,338,11.1251,1001.45,Overcast throughout the day.
11.07777778,0.93,14.6671,311,10.948,1000.89,Overcast throughout the day.
11.06666667,0.87,13.7655,290,11.0446,1000.54,Overcast throughout the day.
10.05,0.96,10.4006,316,11.8013,1001.2,Overcast throughout the day.
10.17222222,0.96,11.4471,270,11.0929,1002.33,Overcast throughout the day.
9.977777778,0.96,11.27,242,4.025,1001.37,Mostly cloudy throughout the day.
9.977777778,0.96,14.3934,251,11.8013,1001.6,Mostly cloudy throughout the day.
7.7,0.87,11.2217,289,14.9569,1014.39,Mostly cloudy throughout the day.
9.955555556,0.93,17.8388,271,11.8013,1001.95,Mostly cloudy throughout the day.
9.4,0.93,20.6885,280,15.7297,1002.35,Mostly cloudy throughout the day.
9.333333333,0.89,24.0373,279,15.3111,1003.51,Mostly cloudy throughout the day.
8.866666667,0.89,23.5865,280,11.27,1004.53,Mostly cloudy throughout the day.
8.911111111,0.89,26.7904,289,11.27,1005.52,Mostly cloudy throughout the day.
10.01666667,0.83,22.7654,280,11.0768,1006.76,Mostly cloudy throughout the day.
11.13888889,0.77,24.5847,290,11.27,1007.52,Mostly cloudy throughout the day.
11.22777778,0.76,21.6223,281,11.27,1008.1,Mostly cloudy throughout the day.
11.46666667,0.75,22.862,300,11.4471,1009.2,Mostly cloudy throughout the day.
13.91111111,0.64,28.7385,309,11.27,1009.61,Mostly cloudy throughout the day.
13.96111111,0.66,24.0051,309,11.27,1010.62,Mostly cloudy throughout the day.
15.00555556,0.61,19.6098,300,11.4471,1011.29,Mostly cloudy throughout the day.
15.07222222,0.59,20.8334,299,11.27,1011.61,Mostly cloudy throughout the day.
14.05,0.59,20.7368,300,11.27,1012.28,Mostly cloudy throughout the day.
14.37222222,0.63,12.4936,284,11.3988,1012.67,Mostly cloudy throughout the day.
16.13333333,0.55,17.5651,300,11.2056,1012.69,Mostly cloudy throughout the day.
14.00555556,0.58,13.1215,309,11.2056,1012.91,Mostly cloudy throughout the day.
12.68333333,0.7,7.5992,283,11.3988,1013.41,Mostly cloudy throughout the day.
10.13888889,0.82,5.1681,281,9.982,1014.2,Mostly cloudy throughout the day.
8.455555556,0.86,3.542,268,15.8263,1015.12,Mostly cloudy throughout the day.
8.644444444,0.82,6.6976,282,14.9569,1015.66,Mostly cloudy throughout the day.
12.02222222,0.86,2.9141,168,14.7315,1026.4,Partly cloudy until evening.
11.05,0.89,6.0697,159,14.7315,1026.6,Partly cloudy until evening.
8.066666667,0.82,8.4042,16,14.9569,1025.7,Partly cloudy until evening.
9.588888889,0.83,5.7638,163,14.6349,1026.38,Partly cloudy until evening.
9.538888889,0.74,10.4972,158,15.5526,1026.58,Partly cloudy until evening.
9.655555556,0.75,9.6922,149,14.7959,1026.64,Partly cloudy until evening.
9.983333333,0.72,9.1609,146,11.0446,1026.97,Partly cloudy until evening.
9.983333333,0.72,10.3684,147,11.1251,1027.5,Partly cloudy until evening.
12.15,0.66,3.8801,122,11.3183,1028.11,Partly cloudy until evening.
12.82777778,0.64,4.3953,105,9.982,1028.01,Partly cloudy until evening.
14.97777778,0.6,7.7924,112,9.982,1028.11,Partly cloudy until evening.
16.12222222,0.51,13.8299,84,11.3988,1028.11,Partly cloudy until evening.
16.22777778,0.57,12.4131,62,11.2056,1027.98,Partly cloudy until evening.
15.31666667,0.6,14.2646,88,11.2056,1027.59,Partly cloudy until evening.
16.55,0.5,19.0946,67,11.3988,1027.56,Partly cloudy until evening.
17.42777778,0.53,14.2002,68,11.2056,1026.9,Partly cloudy until evening.
17.84444444,0.5,15.8102,59,11.2056,1026.32,Partly cloudy until evening.
17.45555556,0.4,15.3272,77,10.3523,1025.89,Partly cloudy until evening.
17.31111111,0.44,12.5902,51,9.982,1025.52,Partly cloudy until evening.
15.20555556,0.5,10.8675,51,9.982,1025.43,Partly cloudy until evening.
14.18888889,0.54,7.1645,30,10.3523,1025.81,Partly cloudy until evening.
12.17222222,0.67,3.542,7,9.982,1025.94,Partly cloudy until evening.
10.6,0.76,6.2146,358,15.8263,1025.95,Partly cloudy until evening.
8.916666667,0.8,6.0858,343,15.3111,1025.97,Partly cloudy until evening.
9.422222222,0.77,6.5044,341,15.8263,1025.76,Partly cloudy starting in the afternoon.
8.794444444,0.8,6.4561,334,15.8263,1025.58,Partly cloudy starting in the afternoon.
8.044444444,0.78,10.2235,337,15.3111,1022.14,Partly cloudy starting in the afternoon.
6.688888889,0.89,5.6028,23,14.9086,1025.48,Partly cloudy starting in the afternoon.
6.666666667,0.86,6.3917,27,14.9086,1025.47,Partly cloudy starting in the afternoon.
7.677777778,0.83,6.2951,22,14.4578,1025.4,Partly cloudy starting in the afternoon.
7.177777778,0.8,9.4346,19,9.9015,1025.56,Partly cloudy starting in the afternoon.
8.872222222,0.83,4.9588,18,9.982,1025.66,Partly cloudy starting in the afternoon.
11.06666667,0.77,7.6958,23,10.3523,1025.69,Partly cloudy starting in the afternoon.
13.84444444,0.67,8.0017,29,9.982,1025.83,Partly cloudy starting in the afternoon.
17.15555556,0.58,5.0554,23,9.982,1025.35,Partly cloudy starting in the afternoon.
18.88888889,0.45,4.8944,22,9.982,1025.02,Partly cloudy starting in the afternoon.
20.04444444,0.37,8.1788,42,9.982,1024.43,Partly cloudy starting in the afternoon.
21.17777778,0.32,9.4024,23,9.982,1024.03,Partly cloudy starting in the afternoon.
20.27777778,0.3,6.0214,44,10.3523,1023.64,Partly cloudy starting in the afternoon.
19.21111111,0.39,22.54,343,9.982,1022.91,Partly cloudy starting in the afternoon.
20.18333333,0.36,13.8782,333,9.982,1022.52,Partly cloudy starting in the afternoon.
19.33888889,0.31,13.8943,354,10.3523,1022.19,Partly cloudy starting in the afternoon.
17.96111111,0.42,12.1716,342,9.982,1021.83,Partly cloudy starting in the afternoon.
16.31111111,0.51,10.787,332,9.982,1021.73,Partly cloudy starting in the afternoon.
15.24444444,0.49,2.5599,31,10.3523,1022.13,Partly cloudy starting in the afternoon.
11.34444444,0.69,7.5509,326,9.982,1022.05,Partly cloudy starting in the afternoon.
12.11111111,0.61,10.4972,8,15.8263,1022.17,Partly cloudy starting in the afternoon.
10.70555556,0.67,9.5473,6,14.9569,1022.09,Partly cloudy starting in the afternoon.
9.4,0.76,11.0768,10,15.8263,1021.68,Partly cloudy until night.
9.283333333,0.8,6.4078,17,15.8263,1021.39,Partly cloudy until night.
6.783333333,0.89,4.4919,343,11.6081,1018.74,Partly cloudy until night.
7.85,0.78,6.4883,321,15.8263,1020.88,Partly cloudy until night.
6.805555556,0.81,6.2307,338,15.8263,1020.47,Partly cloudy until night.
7.305555556,0.78,6.3273,320,14.9569,1020.14,Partly cloudy until night.
6.233333333,0.85,9.5956,342,9.982,1020.09,Partly cloudy until night.
8.85,0.83,9.4668,1,9.982,1020.09,Partly cloudy until night.
11.89444444,0.72,13.5723,17,9.982,1020.07,Partly cloudy until night.
11.36666667,0.75,12.9444,21,11.2056,1020.04,Partly cloudy until night.
13.96111111,0.66,17.6456,20,11.27,1019.85,Partly cloudy until night.
14.8,0.57,16.5347,26,11.0768,1019.33,Partly cloudy until night.
16.11666667,0.55,17.4041,2,11.27,1018.98,Partly cloudy until night.
14.14444444,0.65,17.0821,324,11.27,1018.75,Partly cloudy until night.
13.48888889,0.65,19.8996,24,11.4471,1018.33,Partly cloudy until night.
13.79444444,0.72,21.5901,39,11.27,1018.07,Partly cloudy until night.
14,0.59,20.6241,88,11.27,1018.04,Partly cloudy until night.
13.80555556,0.61,14.0231,52,11.4471,1017.84,Partly cloudy until night.
12.86111111,0.68,10.8836,331,11.27,1017.94,Partly cloudy until night.
12.28888889,0.72,11.1573,335,11.27,1017.94,Partly cloudy until night.
10.15,0.83,10.9158,330,11.0768,1017.98,Partly cloudy until night.
8.961111111,0.89,7.3255,326,11.27,1018.25,Partly cloudy until night.
8.916666667,0.86,6.5527,327,15.8263,1018.37,Partly cloudy until night.
8.55,0.87,6.7781,318,14.9569,1018.36,Partly cloudy until night.
6.944444444,0.89,6.3273,314,15.8263,1018.25,Partly cloudy starting in the morning.
5.855555556,0.93,6.44,324,11.9784,1018.26,Partly cloudy starting in the morning.
10.51111111,0.9,6.2307,323,14.168,1017.39,Partly cloudy starting in the morning.
5.811111111,0.96,6.2951,332,11.8979,1017.85,Partly cloudy starting in the morning.
5.277777778,0.96,10.8675,342,11.8979,1018.05,Partly cloudy starting in the morning.
4.816666667,0.93,10.1108,347,6.4078,1017.91,Partly cloudy starting in the morning.
5.188888889,1,7.9695,342,6.1985,1017.98,Partly cloudy starting in the morning.
8.938888889,0.93,3.703,0,8.1305,1018.45,Partly cloudy starting in the morning.
10.00555556,0.92,9.9337,10,9.4507,1018.67,Partly cloudy starting in the morning.
12.78333333,0.77,8.3881,27,9.982,1018.65,Partly cloudy starting in the morning.
15.00555556,0.67,9.7888,38,11.27,1018.54,Partly cloudy starting in the morning.
16.95,0.55,2.737,63,11.0768,1018.41,Partly cloudy starting in the morning.
17.2,0.63,11.0768,352,11.27,1018.14,Partly cloudy starting in the morning.
17.73333333,0.52,8.0822,2,11.27,1017.94,Partly cloudy starting in the morning.
17.39444444,0.53,10.2074,8,11.4471,1017.79,Partly cloudy starting in the morning.
17.76111111,0.56,9.338,323,11.27,1017.53,Partly cloudy starting in the morning.
18.66666667,0.61,6.3434,28,11.27,1017.09,Partly cloudy starting in the morning.
17.80555556,0.5,1.5456,323,11.4471,1016.94,Partly cloudy starting in the morning.
17.55,0.53,13.9587,333,11.27,1016.81,Partly cloudy starting in the morning.
12.86666667,0.83,2.6404,177,11.27,1016.89,Partly cloudy starting in the morning.
13.2,0.79,9.8049,302,11.4471,1017.64,Partly cloudy starting in the morning.
12.22222222,0.8,13.8138,322,11.27,1018.15,Partly cloudy starting in the morning.
11.69444444,0.86,10.4328,312,15.8263,1018.17,Partly cloudy starting in the morning.
11.67777778,0.82,9.5151,341,14.9569,1017.92,Partly cloudy starting in the morning.
10.51111111,0.89,6.3756,339,15.8263,1017.68,Partly cloudy throughout the day.
11.04444444,0.89,3.3649,319,15.8263,1017.55,Partly cloudy throughout the day.
10.55555556,0.9,5.2808,317,9.982,1017.62,Partly cloudy throughout the day.
10.6,0.93,6.4883,319,14.9086,1016.95,Partly cloudy throughout the day.
10.57777778,0.93,6.6493,311,11.9784,1016.85,Partly cloudy throughout the day.
10.55555556,0.93,5.8443,318,14.168,1016.82,Partly cloudy throughout the day.
10.05,0.93,3.3005,313,11.2056,1017.02,Partly cloudy throughout the day.
11.06666667,0.93,3.2361,284,11.2056,1017.03,Partly cloudy throughout the day.
12.15,0.87,6.9874,284,11.0285,1017.18,Partly cloudy throughout the day.
13.83888889,0.83,5.2969,65,11.27,1017.31,Partly cloudy throughout the day.
13.88888889,0.77,4.2021,196,11.27,1017.21,Partly cloudy throughout the day.
14.87222222,0.69,4.0411,258,11.4471,1017.12,Partly cloudy throughout the day.
16.95555556,0.64,4.3631,210,11.27,1016.83,Partly cloudy throughout the day.
16.02777778,0.72,8.4686,257,11.27,1016.34,Partly cloudy throughout the day.
17.11111111,0.59,8.5813,250,11.4471,1016.33,Partly cloudy throughout the day.
18.68888889,0.61,2.5921,280,11.27,1015.99,Partly cloudy throughout the day.
18.67777778,0.5,3.0268,262,11.27,1015.52,Partly cloudy throughout the day.
18.57222222,0.5,5.4901,227,11.4471,1015.37,Partly cloudy throughout the day.
17.70555556,0.53,7.8407,252,11.27,1015.23,Partly cloudy throughout the day.
17.07777778,0.59,4.7656,308,11.27,1015.12,Partly cloudy throughout the day.
14.15555556,0.71,1.8998,97,11.3988,1015.57,Partly cloudy throughout the day.
12.66111111,0.78,4.7495,160,11.1251,1015.81,Partly cloudy throughout the day.
11.50555556,0.81,3.2039,239,15.6492,1016.04,Partly cloudy throughout the day.
10.83888889,0.86,4.5724,246,15.1179,1016.17,Partly cloudy throughout the day.
8.85,0.93,3.0751,300,15.5526,1016.22,Foggy in the morning.
8.6,0.93,2.5116,270,15.6653,1016.13,Foggy in the morning.
8.494444444,0.93,3.381,241,15.0535,1015.99,Foggy in the morning.
7.666666667,0.96,6.44,280,9.5312,1015.63,Foggy in the morning.
6.627777778,0.96,3.0751,240,1.8515,1015.42,Foggy in the morning.
6.4,0.96,2.1413,261,1.5939,1015.33,Foggy in the morning.
7.088888889,1,1.5295,180,2.4955,1015.42,Foggy in the morning.
9.872222222,1,4.8783,201,5.9248,1015.41,Foggy in the morning.
13.62222222,0.85,1.3202,190,9.177,1015.37,Foggy in the morning.
16.04444444,0.72,8.8872,198,9.9015,1015.42,Foggy in the morning.
17.82777778,0.7,7.5348,199,11.27,1015.28,Foggy in the morning.
18.73333333,0.57,7.6314,178,11.4471,1015.08,Foggy in the morning.
19.95555556,0.53,7.8085,158,11.27,1014.49,Foggy in the morning.
20.02777778,0.46,7.1162,174,11.27,1013.89,Foggy in the morning.
21.07222222,0.51,7.8407,189,11.4471,1013.37,Foggy in the morning.
21.16111111,0.46,9.3058,238,9.982,1012.49,Foggy in the morning.
22.17777778,0.36,3.1556,210,9.982,1011.79,Foggy in the morning.
21.21111111,0.41,2.3023,32,10.3523,1011.44,Foggy in the morning.
21.18333333,0.42,3.0429,183,9.982,1011.09,Foggy in the morning.
19.00555556,0.52,3.2039,29,10.0464,1011.1,Foggy in the morning.
17.45555556,0.56,1.0948,13,10.3523,1011.44,Foggy in the morning.
12.84444444,0.77,0.5152,60,9.982,1011.82,Foggy in the morning.
13.8,0.73,14.1197,60,15.8263,1012.21,Foggy in the morning.
13.13888889,0.76,9.3541,107,14.9569,1011.91,Foggy in the morning.
1.016666667,0.78,14.0875,149,9.982,1015.68,Mostly cloudy until night.
5.55,0.78,12.5258,284,8.4203,1013.77,Mostly cloudy until night.
-0.116666667,0.86,10.6743,147,8.1305,1013.72,Mostly cloudy until night.
0.972222222,0.85,13.5079,148,8.1305,1012.37,Mostly cloudy until night.
0.15,0.9,6.8103,184,8.4203,1012.33,Mostly cloudy until night.
-0.044444444,0.89,10.5938,139,8.1305,1011.71,Mostly cloudy until night.
0.005555556,0.92,9.4507,141,8.1305,1011.33,Mostly cloudy until night.
1.011111111,0.86,10.7709,150,9.9015,1011.13,Mostly cloudy until night.
2.688888889,0.82,14.7637,148,9.9015,1010.9,Mostly cloudy until night.
3.794444444,0.82,13.5723,169,9.8049,1010.62,Mostly cloudy until night.
5.894444444,0.72,10.4167,173,10.1913,1010.57,Mostly cloudy until night.
5.877777778,0.71,2.9624,222,9.7566,1010.72,Mostly cloudy until night.
6.9,0.67,4.4597,314,9.7083,1010.61,Mostly cloudy until night.
7.016666667,0.67,3.7191,332,11.1573,1010.19,Mostly cloudy until night.
6.944444444,0.75,3.4454,276,10.948,1009.96,Mostly cloudy until night.
5.95,0.87,8.2432,300,6.0214,1010.4,Mostly cloudy until night.
5.055555556,0.93,14.1036,326,6.0375,1011.74,Mostly cloudy until night.
5.022222222,0.93,9.2575,336,5.9731,1011.99,Mostly cloudy until night.
6.088888889,0.86,9.8371,269,6.0214,1012.29,Mostly cloudy until night.
6.15,0.87,9.4346,259,6.4883,1012.54,Mostly cloudy until night.
6.116666667,0.86,5.2164,249,6.2951,1012.43,Mostly cloudy until night.
6.116666667,0.89,6.7459,240,6.2951,1012.93,Mostly cloudy until night.
6.216666667,0.88,14.1036,252,8.4203,1013.6,Mostly cloudy until night.
6.138888889,0.85,14.4095,270,9.982,1013.42,Mostly cloudy until night.
6.716666667,0.82,14.7637,279,14.9086,1023.78,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
-0.072222222,0.85,5.4096,229,14.9569,1031.58,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
7.733333333,0.73,28.0301,300,14.9086,1024.45,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
7.155555556,0.68,24.9389,318,15.8263,1024.55,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
6.711111111,0.71,17.2914,300,14.9569,1025.15,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
5.05,0.76,16.3093,271,9.982,1025.45,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
4.094444444,0.81,13.3791,290,9.982,1025.84,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
5.916666667,0.71,17.2431,306,9.982,1026.13,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
7.222222222,0.65,24.0212,307,9.982,1026.62,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
8.866666667,0.58,33.649,308,11.27,1027.15,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
9.827777778,0.55,35.9191,310,11.4471,1027.5,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
9.95,0.58,34.6311,309,11.27,1027.77,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
9.977777778,0.58,33.3914,319,11.27,1028.05,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
9.944444444,0.58,25.5024,335,11.4471,1028.51,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
10.05,0.54,23.7636,337,11.27,1028.88,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
9.955555556,0.57,22.6366,318,11.27,1029.3,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
8.761111111,0.62,12.9444,357,11.4471,1029.95,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
6.155555556,0.75,7.0357,30,11.2056,1030.65,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
4.027777778,0.75,8.533,299,9.982,1031.29,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
3.988888889,0.75,11.3183,318,9.982,1032.06,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
2.827777778,0.76,9.6761,318,9.982,1032.65,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
2.161111111,0.75,6.2951,326,15.8263,1033.14,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
1.266666667,0.79,7.1162,275,14.9569,1033.36,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
-0.477777778,0.85,6.2146,260,15.8263,1033.52,Partly cloudy starting in the morning continuing until evening and breezy starting in the morning continuing until afternoon.
-0.477777778,0.85,10.787,213,15.8263,1033.31,Mostly cloudy starting overnight.
3.655555556,0.83,10.6421,207,14.168,1019.83,Mostly cloudy starting overnight.
-1.005555556,0.88,10.9319,241,15.8263,1032.62,Mostly cloudy starting overnight.
-1.027777778,0.92,11.0124,259,15.8263,1032.21,Mostly cloudy starting overnight.
0.161111111,0.89,11.3988,258,14.9569,1031.54,Mostly cloudy starting overnight.
-0.083333333,0.85,10.8675,270,15.8263,1031.13,Mostly cloudy starting overnight.
-1.144444444,0.88,12.8639,279,9.982,1030.54,Mostly cloudy starting overnight.
-0.094444444,0.86,5.6028,264,9.982,1030.6,Mostly cloudy starting overnight.
0.961111111,0.85,3.4454,258,9.982,1030.21,Mostly cloudy starting overnight.
4.822222222,0.77,10.8836,278,9.982,1029.92,Mostly cloudy starting overnight.
6.955555556,0.67,12.0911,275,9.982,1029.48,Mostly cloudy starting overnight.
8.861111111,0.58,12.6546,230,9.982,1028.57,Mostly cloudy starting overnight.
8.888888889,0.5,17.5168,209,11.4471,1027.36,Mostly cloudy starting overnight.
8.888888889,0.5,20.125,208,11.3988,1026.33,Mostly cloudy starting overnight.
8.911111111,0.54,20.3504,198,9.982,1025.53,Mostly cloudy starting overnight.
8.838888889,0.54,17.4202,179,9.982,1024.23,Mostly cloudy starting overnight.
7.322222222,0.6,12.9605,170,10.3523,1023.07,Mostly cloudy starting overnight.
6.111111111,0.65,14.2163,170,9.982,1022.14,Mostly cloudy starting overnight.
5.022222222,0.7,15.5043,170,9.982,1021.43,Mostly cloudy starting overnight.
5,0.76,14.2324,168,10.3523,1020.88,Mostly cloudy starting overnight.
5,0.76,12.6385,169,9.982,1019.99,Mostly cloudy starting overnight.
4.466666667,0.79,14.1358,160,15.8263,1019.55,Mostly cloudy starting overnight.
4.416666667,0.79,13.2986,152,14.9569,1018.69,Mostly cloudy starting overnight.
3.938888889,0.82,13.8299,169,15.8263,1018.26,Mostly cloudy starting overnight.
3.911111111,0.85,11.0607,180,15.8263,1017.28,Mostly cloudy until night.
3.188888889,0.85,12.8961,263,14.9569,1012.24,Mostly cloudy until night.
4.466666667,0.82,11.0124,171,14.812,1015.97,Mostly cloudy until night.
4.516666667,0.81,6.5849,190,14.9569,1015.17,Mostly cloudy until night.
5.05,0.78,10.9319,202,14.168,1014.48,Mostly cloudy until night.
4.933333333,0.76,10.9641,190,10.0464,1013.64,Mostly cloudy until night.
4.983333333,0.76,13.9265,200,9.9015,1012.76,Mostly cloudy until night.
4.922222222,0.77,12.4775,202,10.8836,1012.31,Mostly cloudy until night.
5.955555556,0.77,5.3774,237,9.8049,1012.04,Mostly cloudy until night.
6.066666667,0.77,7.8246,214,9.7566,1011.87,Mostly cloudy until night.
7.216666667,0.72,5.7477,249,9.9015,1011.76,Mostly cloudy until night.
6.25,0.86,7.3577,196,8.1949,1012.76,Mostly cloudy until night.
6.227777778,0.93,15.1984,181,7.1323,1011.45,Mostly cloudy until night.
7.233333333,0.93,12.0106,201,7.9856,1010.17,Mostly cloudy until night.
7.266666667,0.93,11.2861,228,11.27,1009.91,Mostly cloudy until night.
7.777777778,0.89,13.0893,229,11.1251,0,Mostly cloudy until night.
7.244444444,0.87,12.88,240,10.5938,1009.85,Mostly cloudy until night.
7.25,0.86,13.1215,232,11.27,0,Mostly cloudy until night.
6.188888889,0.93,8.4364,278,11.27,0,Mostly cloudy until night.
6.1,0.93,6.1824,249,9.6761,1010.6,Mostly cloudy until night.
5.072222222,0.92,10.9319,234,9.982,1010.32,Mostly cloudy until night.
4.611111111,0.95,6.8747,245,11.9784,1011.11,Mostly cloudy until night.
4.644444444,0.95,13.6045,241,11.3183,1011.54,Mostly cloudy until night.
4.466666667,0.89,14.3934,269,15.8263,1011.33,Mostly cloudy until night.
3.916666667,0.85,14.3612,259,15.8263,1011.52,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
6.311111111,0.76,16.6796,216,15.0052,1012.83,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
4.466666667,0.79,17.1626,279,15.8263,1011.46,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
3.377777778,0.82,20.3504,278,15.8263,1011.38,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
3.816666667,0.8,22.8298,279,14.9569,1011.6,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
3.377777778,0.82,17.7744,279,15.8263,1011.47,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2.916666667,0.82,17.6295,260,9.982,1012.23,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
2.5,0.85,15.0696,254,10.3523,1013.14,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
5,0.81,22.1214,279,9.982,1013.66,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
6.133333333,0.76,29.5435,289,9.982,1013.78,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
7.211111111,0.7,34.615,298,11.4471,1014.31,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
7.822222222,0.63,36.225,299,11.27,1014.46,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
8.883333333,0.63,34.776,308,11.27,1014.56,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
8.988888889,0.57,27.8047,308,11.4471,1014.71,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
8.883333333,0.58,27.0641,299,11.27,1014.55,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
8.861111111,0.54,26.9997,299,11.27,1015.33,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
7.427777778,0.63,13.041,291,10.4006,1015.7,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
6.177777778,0.7,5.4257,259,10.0464,1015.81,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
5.116666667,0.76,9.6922,221,10.0464,1015.97,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
4.272222222,0.81,8.2593,207,10.0303,1015.85,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
4.094444444,0.81,9.6761,181,10.0464,1015.26,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
4.538888889,0.82,11.2217,190,15.8263,1014.94,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
5.633333333,0.76,17.0499,207,14.9569,1014.48,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
5.672222222,0.79,14.0714,199,15.8263,1013.45,Partly cloudy throughout the day and breezy starting in the morning continuing until afternoon.
6.227777778,0.75,14.2968,200,15.8263,1013.24,Mostly cloudy throughout the day.
8.072222222,0.84,8.4686,204,9.982,1019.29,Mostly cloudy throughout the day.
6.761111111,0.75,17.2592,220,15.8746,1012.87,Mostly cloudy throughout the day.
6.761111111,0.79,17.3075,229,15.8746,1012.97,Mostly cloudy throughout the day.
6.7,0.8,16.7762,238,15.0052,1013.21,Mostly cloudy throughout the day.
7.311111111,0.79,17.0982,230,11.27,1013.46,Mostly cloudy throughout the day.
7.822222222,0.83,15.617,240,11.2056,1013.59,Mostly cloudy throughout the day.
7.811111111,0.77,14.5383,240,9.982,1014.4,Mostly cloudy throughout the day.
8.983333333,0.77,14.0231,249,11.2056,1014.72,Mostly cloudy throughout the day.
10.99444444,0.71,19.8835,269,11.27,1015.31,Mostly cloudy throughout the day.
11.78333333,0.73,16.6635,257,11.4471,1015.76,Mostly cloudy throughout the day.
11.2,0.71,15.6653,258,11.27,1015.81,Mostly cloudy throughout the day.
12.28888889,0.71,12.7834,250,11.2056,1016.35,Mostly cloudy throughout the day.
12.74444444,0.64,16.9694,249,10.3523,1016.13,Mostly cloudy throughout the day.
